,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
20003,4,4.0,,5.8,,3.0,0.0,,,,,6.8,,0.5,0.5,,1.0,,3.5,,,,,3.0,,0.0,,1.8,,-1.0,-4.0,,,,,2.8,,-3.5,-3.5,,-3.0,,-0.5,,,,,-1.0,,,False,,False,False,,,,,False,,False,False,,False,,False,,,,,False,
20005,109,6.0,,7.1,,5.0,5.0,,,,,28.2,,0.9,1.6,,0.0,,9.0,4.1,,,,8.0,,-103.0,,-101.9,,-104.0,-104.0,,,,,-80.8,,-108.1,-107.4,,-109.0,,-100.0,-104.9,,,,-101.0,,,True,,False,False,,,,,True,,False,False,,False,,True,False,,,,True,
20007,2,0.0,,0.1,,0.0,0.0,,,,,2.2,,0.0,0.0,0.0,1.0,,0.0,,,,,0.0,,-2.0,,-1.9,,-2.0,-2.0,,,,,0.2,,-2.0,-2.0,-2.0,-1.0,,-2.0,,,,,-2.0,,,True,,False,False,,,,,True,,True,True,False,True,,False,,,,,False,
20009,93,50.0,,50.0,,45.0,63.0,,,,,54.3,,13.5,34.8,37.0,48.0,,65.4,35.9,,,,63.0,,-43.0,,-43.0,,-48.0,-30.0,,,,,-38.7,,-79.5,-58.2,-56.0,-45.0,,-27.6,-57.1,,,,-30.0,,,False,,False,True,,,,,True,,False,False,False,False,,True,False,,,,True,
20011,10,16.0,,17.1,,4.0,0.0,,,,,24.3,,2.0,2.4,,7.0,,4.9,24.7,,,,11.0,,6.0,,7.1,,-6.0,-10.0,,,,,14.3,,-8.0,-7.6,,-3.0,,-5.1,14.7,,,,1.0,,,False,,False,False,,,,,False,,False,False,,True,,True,False,,,,True,
20013,28,10.0,,9.9,,7.0,9.0,,,,,14.9,,0.6,1.6,,20.0,,123.9,7.7,,,,10.0,,-18.0,,-18.1,,-21.0,-19.0,,,,,-13.1,,-27.4,-26.4,,-8.0,,95.9,-20.3,,,,-18.0,,,False,,False,False,,,,,True,,False,False,,True,,False,False,,,,False,
20015,126,110.0,106.7,109.4,,110.0,137.0,,,,,192.8,,64.5,74.1,64.0,127.0,,774.1,124.2,,,,129.0,,-16.0,-19.3,-16.6,,-16.0,11.0,,,,,66.8,,-61.5,-51.9,-62.0,1.0,,648.1,-1.8,,,,3.0,,False,False,,False,True,,,,,False,,False,False,False,True,,False,True,,,,True,
20017,18,72.0,,75.0,,27.0,41.0,,,,,1.3,,0.5,11.9,,32.0,,5.0,48.0,,,,67.0,,54.0,,57.0,,9.0,23.0,,,,,-16.7,,-17.5,-6.1,,14.0,,-13.0,30.0,,,,49.0,,,False,,True,True,,,,,True,,True,True,,True,,True,True,,,,True,
20019,2,0.0,,0.2,,0.0,0.0,,,,,0.7,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,-2.0,,-1.8,,-2.0,-2.0,,,,,-1.3,,-2.0,-2.0,-2.0,-2.0,,-2.0,,,,,-2.0,,,True,,False,False,,,,,True,,True,True,False,False,,False,,,,,False,
20021,86,90.0,,90.2,,86.0,126.0,,,,,47.5,,83.8,48.3,65.0,129.0,,355.1,75.6,,,,79.0,,4.0,,4.2,,0.0,40.0,,,,,-38.5,,-2.2,-37.7,-21.0,43.0,,269.1,-10.4,,,,-7.0,,,False,,True,False,,,,,False,,True,False,False,False,,False,False,,,,False,
20023,2,2.0,,1.9,,0.0,0.0,,,,,2.1,,0.0,0.2,0.0,14.0,,2.2,,,,,1.0,,0.0,,-0.1,,-2.0,-2.0,,,,,0.1,,-2.0,-1.8,-2.0,12.0,,0.2,,,,,-1.0,,,False,,False,False,,,,,False,,False,False,False,False,,False,,,,,False,
20025,1,2.0,,2.3,,2.0,0.0,,,,,2.0,,0.7,0.7,,0.0,,3.2,2.4,,,,2.0,,1.0,,1.3,,1.0,-1.0,,,,,1.0,,-0.3,-0.3,,-1.0,,2.2,1.4,,,,1.0,,,False,,False,False,,,,,False,,True,True,,False,,False,False,,,,False,
20027,4,6.0,,6.2,,0.0,0.0,,,,,16.3,,0.2,0.9,,5.0,,2.3,,,,,5.0,,2.0,,2.2,,-4.0,-4.0,,,,,12.3,,-3.8,-3.1,,1.0,,-1.7,,,,,1.0,,,False,,False,False,,,,,False,,False,False,,True,,True,,,,,True,
20029,11,6.0,,6.1,,2.0,0.0,,,,,5.6,,0.5,1.4,0.0,38.0,,4.7,3.7,,,,4.0,,-5.0,,-4.9,,-9.0,-11.0,,,,,-5.4,,-10.5,-9.6,-11.0,27.0,,-6.3,-7.3,,,,-7.0,,,True,,False,False,,,,,False,,False,False,False,False,,False,False,,,,False,
20031,6,4.0,,4.3,,2.0,0.0,,,,,4.1,,1.0,0.9,,0.0,,9.1,4.0,,,,3.0,,-2.0,,-1.7,,-4.0,-6.0,,,,,-1.9,,-5.0,-5.1,,-6.0,,3.1,-2.0,,,,-3.0,,,True,,False,False,,,,,True,,False,False,,False,,False,True,,,,False,
20033,4,4.0,,3.9,,1.0,0.0,,,,,2.5,,0.0,0.2,0.0,19.0,,3.5,,,,,2.0,,0.0,,-0.1,,-3.0,-4.0,,,,,-1.5,,-4.0,-3.8,-4.0,15.0,,-0.5,,,,,-2.0,,,False,,False,False,,,,,False,,False,False,False,False,,False,,,,,False,
20035,57,28.0,,30.1,,32.0,41.0,,,,,93.6,,3.3,19.0,,0.0,,36.9,36.4,,,,33.0,,-29.0,,-26.9,,-25.0,-16.0,,,,,36.6,,-53.7,-38.0,,-57.0,,-20.1,-20.6,,,,-24.0,,,True,,True,True,,,,,False,,False,False,,False,,True,True,,,,True,
20037,48,24.0,,27.5,,20.0,18.0,,,,,75.6,,0.6,13.9,,0.0,,35.0,22.9,,,,17.0,,-24.0,,-20.5,,-28.0,-30.0,,,,,27.6,,-47.4,-34.1,,-48.0,,-13.0,-25.1,,,,-31.0,,,True,,False,False,,,,,False,,False,False,,False,,True,False,,,,False,
20039,1,0.0,,0.2,,0.0,0.0,,,,,3.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,,-1.0,,-0.8,,-1.0,-1.0,,,,,2.0,,,-1.0,-1.0,-1.0,,-1.0,,,,,-1.0,,,True,,False,False,,,,,False,,,True,False,False,,False,,,,,False,
20041,20,14.0,,14.2,,5.0,0.0,,,,,29.4,,1.0,4.0,,33.0,,4.4,,,,,10.0,,-6.0,,-5.8,,-15.0,-20.0,,,,,9.4,,-19.0,-16.0,,13.0,,-15.6,,,,,-10.0,,,True,,False,False,,,,,False,,False,False,,False,,False,,,,,False,
20043,12,8.0,,8.3,,2.0,1.0,,,,,7.8,,0.8,1.3,,0.0,,1.8,10.2,,,,6.0,,-4.0,,-3.7,,-10.0,-11.0,,,,,-4.2,,-11.2,-10.7,,-12.0,,-10.2,-1.8,,,,-6.0,,,True,,False,False,,,,,False,,False,False,,False,,False,True,,,,False,
20045,185,128.0,274.3,135.1,,128.0,129.0,,,,,340.9,,46.9,84.9,97.0,0.0,,151.4,104.5,,,,115.0,,-57.0,89.3,-49.9,,-57.0,-56.0,,,,,155.9,,-138.1,-100.1,-88.0,-185.0,,-33.6,-80.5,,,,-70.0,,False,True,,False,True,,,,,False,,False,False,False,False,,True,False,,,,False,
20047,6,0.0,,0.1,,0.0,0.0,,,,,1.7,,0.1,0.1,0.0,0.0,,0.7,0.2,,,,1.0,,-6.0,,-5.9,,-6.0,-6.0,,,,,-4.3,,-5.9,-5.9,-6.0,-6.0,,-5.3,-5.8,,,,-5.0,,,True,,False,False,,,,,True,,True,True,False,False,,True,True,,,,True,
20049,0,0.0,,0.0,,0.0,0.0,,,,,1.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,1.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,,,True,,True,True,,,,,False,,,False,True,True,,True,,,,,True,
20051,39,26.0,,23.2,,24.0,17.0,,,,,86.9,,5.1,16.9,22.0,39.0,,32.2,29.3,,,,31.0,,-13.0,,-15.8,,-15.0,-22.0,,,,,47.9,,-33.9,-22.1,-17.0,0.0,,-6.8,-9.7,,,,-8.0,,,False,,False,False,,,,,False,,False,False,False,True,,True,True,,,,True,
20053,3,6.0,,6.9,,2.0,0.0,,,,,4.3,,0.2,0.5,,7.0,,4.8,,,,,5.0,,3.0,,3.9,,-1.0,-3.0,,,,,1.3,,-2.8,-2.5,,4.0,,1.8,,,,,2.0,,,False,,True,False,,,,,True,,True,True,,False,,True,,,,,True,
20055,132,92.0,,93.8,,82.0,184.0,,,,,88.7,,19.4,68.6,199.0,112.0,,128.9,61.4,,,,3.0,,-40.0,,-38.2,,-50.0,52.0,,,,,-43.3,,-112.6,-63.4,67.0,-20.0,,-3.1,-70.6,,,,-129.0,,,True,,False,False,,,,,False,,False,False,False,True,,True,False,,,,False,
20057,159,86.0,,88.1,,66.0,19.0,,,,,33.5,,13.4,52.0,209.0,132.0,,157.1,79.5,,,,0.0,,-73.0,,-70.9,,-93.0,-140.0,,,,,-125.5,,-145.6,-107.0,50.0,-27.0,,-1.9,-79.5,,,,-159.0,,,True,,False,False,,,,,False,,False,False,True,True,,True,False,,,,False,
20059,67,58.0,,57.6,,55.0,72.0,,,,,79.2,,10.0,30.2,38.0,47.0,,54.8,70.9,,,,54.0,,-9.0,,-9.4,,-12.0,5.0,,,,,12.2,,-57.0,-36.8,-29.0,-20.0,,-12.2,3.9,,,,-13.0,,,False,,False,True,,,,,False,,False,False,False,False,,False,True,,,,False,
20061,94,24.0,,23.3,,21.0,27.0,,,,,61.3,,7.7,22.2,25.0,10.0,,18.8,15.7,,,,25.0,,-70.0,,-70.7,,-73.0,-67.0,,,,,-32.7,,-86.3,-71.8,-69.0,-84.0,,-75.2,-78.3,,,,-69.0,,,False,,False,True,,,,,True,,False,False,True,False,,False,False,,,,True,
20063,2,6.0,,5.5,,0.0,0.0,,,,,2.0,,0.0,0.4,0.0,0.0,,0.5,,,,,7.0,,4.0,,3.5,,-2.0,-2.0,,,,,-0.0,,-2.0,-1.6,-2.0,-2.0,,-1.5,,,,,5.0,,,True,,True,True,,,,,True,,True,True,True,True,,True,,,,,False,
20065,7,0.0,,0.3,,0.0,0.0,,,,,3.6,,,0.4,0.0,7.0,,1.2,,,,,4.0,,-7.0,,-6.7,,-7.0,-7.0,,,,,-3.4,,,-6.6,-7.0,0.0,,-5.8,,,,,-3.0,,,True,,False,False,,,,,True,,,True,False,True,,True,,,,,True,
20067,46,32.0,,32.6,,20.0,15.0,,,,,21.2,,13.0,18.0,21.0,0.0,,21.9,26.6,,,,19.0,,-14.0,,-13.4,,-26.0,-31.0,,,,,-24.8,,-33.0,-28.0,-25.0,-46.0,,-24.1,-19.4,,,,-27.0,,,True,,False,False,,,,,False,,False,False,False,False,,False,False,,,,False,
20069,31,12.0,,10.2,,8.0,,,,,,21.5,,1.2,5.4,13.0,24.0,,8.3,14.5,,,,17.0,,-19.0,,-20.8,,-23.0,,,,,,-9.5,,-29.8,-25.6,-18.0,-7.0,,-22.7,-16.5,,,,-14.0,,,False,,False,,,,,,True,,False,False,True,True,,False,True,,,,True,
20071,0,2.0,,2.7,,2.0,0.0,,,,,4.9,,,0.0,0.0,8.0,,4.1,,,,,1.0,,2.0,,2.7,,2.0,0.0,,,,,4.9,,,0.0,0.0,8.0,,4.1,,,,,1.0,,,False,,False,True,,,,,False,,,True,True,False,,False,,,,,True,
20073,3,2.0,,2.3,,0.0,0.0,,,,,1.8,,0.2,0.6,0.0,0.0,,0.0,2.5,,,,8.0,,-1.0,,-0.7,,-3.0,-3.0,,,,,-1.2,,-2.8,-2.4,-3.0,-3.0,,-3.0,-0.5,,,,5.0,,,True,,False,False,,,,,False,,False,False,False,False,,False,True,,,,False,
20075,6,0.0,,0.0,,0.0,0.0,,,,,1.9,,0.5,0.0,0.0,2.0,,0.9,0.9,,,,1.0,,-6.0,,-6.0,,-6.0,-6.0,,,,,-4.1,,-5.5,-6.0,-6.0,-4.0,,-5.1,-5.1,,,,-5.0,,,True,,False,False,,,,,True,,True,True,False,True,,True,True,,,,True,
20077,25,4.0,,2.4,,1.0,0.0,,,,,4.5,,0.1,0.2,0.0,0.0,,1.4,3.3,,,,2.0,,-21.0,,-22.6,,-24.0,-25.0,,,,,-20.4,,-24.9,-24.8,-25.0,-25.0,,-23.6,-21.7,,,,-23.0,,,False,,False,False,,,,,True,,False,False,False,False,,False,False,,,,False,
20079,77,74.0,,67.6,,65.0,72.0,,,,,150.8,,35.5,41.4,41.0,187.0,,67.9,74.2,,,,69.0,,-3.0,,-9.4,,-12.0,-5.0,,,,,73.8,,-41.5,-35.6,-36.0,110.0,,-9.1,-2.8,,,,-8.0,,,False,,False,False,,,,,False,,False,False,False,False,,False,True,,,,False,
20081,5,0.0,,0.6,,0.0,0.0,,,,,6.7,,0.6,0.5,,0.0,,0.6,0.6,,,,1.0,,-5.0,,-4.4,,-5.0,-5.0,,,,,1.7,,-4.4,-4.5,,-5.0,,-4.5,-4.4,,,,-4.0,,,True,,False,False,,,,,True,,True,True,,False,,True,True,,,,True,
20083,1,0.0,,0.2,,0.0,0.0,,,,,0.4,,0.1,0.0,0.0,1.0,,0.1,,,,,0.0,,-1.0,,-0.8,,-1.0,-1.0,,,,,-0.6,,-0.9,-1.0,-1.0,0.0,,-0.9,,,,,-1.0,,,True,,False,False,,,,,True,,True,True,False,True,,True,,,,,False,
20085,35,4.0,,2.2,,4.0,2.0,,,,,16.5,,0.2,3.3,,16.0,,6.3,6.5,,,,8.0,,-31.0,,-32.8,,-31.0,-33.0,,,,,-18.5,,-34.8,-31.7,,-19.0,,-28.7,-28.5,,,,-27.0,,,False,,False,False,,,,,True,,False,False,,True,,True,True,,,,True,
20087,28,34.0,,34.3,,30.0,50.0,,,,,41.9,,1.3,15.7,,0.0,,36.1,24.8,,,,43.0,,6.0,,6.3,,2.0,22.0,,,,,13.9,,-26.7,-12.3,,-28.0,,8.1,-3.2,,,,15.0,,,False,,True,False,,,,,False,,False,False,,False,,False,True,,,,False,
20089,3,4.0,,4.1,,2.0,0.0,,,,,2.9,,0.1,0.4,,3.0,,2.5,5.0,,,,4.0,,1.0,,1.1,,-1.0,-3.0,,,,,-0.1,,-2.9,-2.6,,0.0,,-0.5,2.0,,,,1.0,,,False,,False,False,,,,,True,,False,False,,True,,True,False,,,,False,
20091,1598,1258.0,1840.5,1252.1,1284.9,1251.0,1321.0,,,,,2146.9,,1160.6,1056.7,1027.0,1347.0,,1206.3,1065.5,1186.0,,,1257.0,,-340.0,242.5,-345.9,-313.1,-347.0,-277.0,,,,,548.9,,-437.4,-541.3,-571.0,-251.0,,-391.7,-532.5,-412.0,,,-341.0,,True,False,True,False,True,,,,,False,,False,False,False,True,,False,False,False,,,False,
20093,9,4.0,,5.9,,2.0,0.0,,,,,4.6,,0.9,0.8,,36.0,,11.9,3.3,,,,4.0,,-5.0,,-3.1,,-7.0,-9.0,,,,,-4.4,,-8.1,-8.2,,27.0,,2.9,-5.7,,,,-5.0,,,True,,False,False,,,,,True,,False,False,,False,,True,False,,,,False,
20095,18,16.0,,16.2,,13.0,3.0,,,,,17.2,,,4.0,,43.0,,60.6,13.7,,,,21.0,,-2.0,,-1.8,,-5.0,-15.0,,,,,-0.8,,,-14.0,,25.0,,42.6,-4.3,,,,3.0,,,True,,False,False,,,,,True,,,False,,False,,False,False,,,,False,
20097,1,2.0,,1.9,,0.0,0.0,,,,,1.8,,0.0,0.0,0.0,1.0,,0.3,2.1,,,,1.0,,1.0,,0.9,,-1.0,-1.0,,,,,0.8,,-1.0,-1.0,-1.0,0.0,,-0.7,1.1,,,,0.0,,,True,,False,False,,,,,True,,True,True,False,True,,True,False,,,,True,
20099,34,52.0,,47.1,,41.0,54.0,,,,,37.5,,11.7,28.1,37.0,106.0,,36.2,51.5,,,,29.0,,18.0,,13.1,,7.0,20.0,,,,,3.5,,-22.3,-5.9,3.0,72.0,,2.2,17.5,,,,-5.0,,,True,,True,False,,,,,True,,False,True,True,False,,True,True,,,,True,
20101,2,0.0,,0.0,,0.0,0.0,,,,,0.3,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,-2.0,,-2.0,,-2.0,-2.0,,,,,-1.7,,-2.0,-2.0,-2.0,-2.0,,-2.0,,,,,-2.0,,,False,,False,False,,,,,True,,True,True,False,False,,False,,,,,False,
20103,114,134.0,2.5,144.6,,91.0,,,,,,209.9,,31.8,76.7,160.0,27.0,,60.2,141.1,,,,77.0,,20.0,-111.5,30.6,,-23.0,,,,,,95.9,,-82.2,-37.3,46.0,-87.0,,-53.8,27.1,,,,-37.0,,False,False,,False,,,,,,False,,False,False,False,False,,False,False,,,,False,
20105,0,0.0,,0.4,,0.0,0.0,,,,,3.2,,,0.0,0.0,0.0,,1.4,0.3,,,,0.0,,0.0,,0.4,,0.0,0.0,,,,,3.2,,,0.0,0.0,0.0,,1.4,0.3,,,,0.0,,,False,,True,True,,,,,False,,,False,True,True,,False,False,,,,True,
20107,15,10.0,,11.0,,6.0,14.0,,,,,15.0,,0.6,2.1,,0.0,,3.3,14.4,,,,11.0,,-5.0,,-4.0,,-9.0,-1.0,,,,,-0.0,,-14.4,-12.9,,-15.0,,-11.7,-0.6,,,,-4.0,,,True,,False,True,,,,,True,,False,False,,False,,False,True,,,,True,
20109,0,0.0,,0.0,,0.0,0.0,,,,,1.5,,,0.0,0.0,0.0,,0.0,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,1.5,,,0.0,0.0,0.0,,0.0,,,,,0.0,,,True,,True,True,,,,,False,,,False,True,True,,True,,,,,True,
20111,191,106.0,,101.6,,75.0,135.0,,,,,69.0,,15.7,58.6,80.0,575.0,,36.4,92.5,,,,57.0,,-85.0,,-89.4,,-116.0,-56.0,,,,,-122.0,,-175.3,-132.4,-111.0,384.0,,-154.6,-98.5,,,,-134.0,,,False,,False,True,,,,,False,,False,False,False,False,,False,False,,,,False,
20113,53,26.0,,26.6,,25.0,29.0,,,,,70.4,,5.3,18.6,26.0,63.0,,29.4,23.8,,,,28.0,,-27.0,,-26.4,,-28.0,-24.0,,,,,17.4,,-47.7,-34.4,-27.0,10.0,,-23.6,-29.2,,,,-25.0,,,True,,False,True,,,,,True,,False,False,False,True,,True,False,,,,True,
20115,12,12.0,,8.6,,8.0,14.0,,,,,33.1,,0.6,3.8,,26.0,,9.2,,,,,7.0,,0.0,,-3.4,,-4.0,2.0,,,,,21.1,,-11.4,-8.2,,14.0,,-2.8,,,,,-5.0,,,False,,False,False,,,,,False,,False,False,,False,,False,,,,,False,
20117,7,0.0,,0.0,,0.0,0.0,,,,,3.3,,,0.2,0.0,1.0,,0.4,0.4,,,,1.0,,-7.0,,-7.0,,-7.0,-7.0,,,,,-3.7,,,-6.8,-7.0,-6.0,,-6.6,-6.6,,,,-6.0,,,False,,False,False,,,,,True,,,True,False,True,,True,True,,,,True,
20119,21,10.0,,9.9,,6.0,0.0,,,,,13.0,,0.5,2.0,,9.0,,23.6,10.2,,,,7.0,,-11.0,,-11.1,,-15.0,-21.0,,,,,-8.0,,-20.5,-19.0,,-12.0,,2.6,-10.8,,,,-14.0,,,False,,False,False,,,,,True,,False,False,,False,,True,True,,,,False,
20121,36,32.0,,33.1,,28.0,29.0,,,,,96.9,,12.9,19.0,25.0,46.0,,18.6,28.2,,,,37.0,,-4.0,,-2.9,,-8.0,-7.0,,,,,60.9,,-23.1,-17.0,-11.0,10.0,,-17.4,-7.8,,,,1.0,,,True,,False,False,,,,,False,,False,False,False,False,,False,False,,,,True,
20123,1,0.0,,0.1,,0.0,0.0,,,,,3.2,,0.3,0.2,0.0,3.0,,0.4,,,,,1.0,,-1.0,,-0.9,,-1.0,-1.0,,,,,2.2,,-0.7,-0.8,-1.0,2.0,,-0.6,,,,,0.0,,,True,,False,False,,,,,False,,True,True,False,False,,True,,,,,True,
20125,55,24.0,,37.6,,26.0,20.0,,,,,98.8,,4.4,27.6,22.0,48.0,,44.4,30.0,,,,40.0,,-31.0,,-17.4,,-29.0,-35.0,,,,,43.8,,-50.6,-27.4,-33.0,-7.0,,-10.6,-25.0,,,,-15.0,,,True,,True,False,,,,,False,,False,True,False,True,,True,True,,,,True,
20127,6,4.0,,4.1,,0.0,0.0,,,,,1.2,,0.1,0.5,,0.0,,0.9,2.6,,,,6.0,,-2.0,,-1.9,,-6.0,-6.0,,,,,-4.8,,-5.9,-5.5,,-6.0,,-5.1,-3.4,,,,0.0,,,True,,False,False,,,,,False,,False,False,,False,,False,False,,,,True,
20129,1,0.0,,0.3,,0.0,0.0,,,,,0.5,,0.1,0.1,0.0,0.0,,0.0,0.1,,,,0.0,,-1.0,,-0.7,,-1.0,-1.0,,,,,-0.5,,-0.9,-0.9,-1.0,-1.0,,-1.0,-0.9,,,,-1.0,,,True,,False,False,,,,,True,,True,True,False,False,,False,True,,,,False,
20131,4,4.0,,3.1,,4.0,2.0,,,,,11.8,,0.8,1.0,,12.0,,5.9,8.0,,,,6.0,,0.0,,-0.9,,0.0,-2.0,,,,,7.8,,-3.2,-3.0,,8.0,,1.9,4.0,,,,2.0,,,False,,True,False,,,,,False,,False,False,,False,,False,False,,,,False,
20133,15,16.0,,14.2,,7.0,4.0,,,,,10.3,,1.3,2.3,13.0,6.0,,11.0,13.9,,,,10.0,,1.0,,-0.8,,-8.0,-11.0,,,,,-4.7,,-13.7,-12.7,-2.0,-9.0,,-4.0,-1.1,,,,-5.0,,,True,,False,False,,,,,False,,False,False,False,False,,False,False,,,,False,
20135,5,2.0,,2.1,,0.0,0.0,,,,,1.6,,0.0,0.1,0.0,1.0,,0.6,,,,,1.0,,-3.0,,-2.9,,-5.0,-5.0,,,,,-3.4,,-5.0,-4.9,-5.0,-4.0,,-4.4,,,,,-4.0,,,True,,False,False,,,,,False,,False,False,False,False,,False,,,,,False,
20137,0,0.0,,0.0,,0.0,0.0,,,,,1.3,,0.3,0.2,0.0,1.0,,1.5,,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,1.3,,0.3,0.2,0.0,1.0,,1.5,,,,,1.0,,,True,,True,True,,,,,False,,False,False,True,False,,False,,,,,False,
20139,13,4.0,,2.2,,2.0,0.0,,,,,19.0,,0.5,1.0,,21.0,,2.4,4.8,,,,4.0,,-9.0,,-10.8,,-11.0,-13.0,,,,,6.0,,-12.5,-12.0,,8.0,,-10.6,-8.2,,,,-9.0,,,False,,False,False,,,,,True,,False,False,,True,,False,True,,,,False,
20141,0,0.0,,0.3,,0.0,0.0,,,,,1.9,,0.0,0.1,0.0,1.0,,0.2,,,,,1.0,,0.0,,0.3,,0.0,0.0,,,,,1.9,,0.0,0.1,0.0,1.0,,0.2,,,,,1.0,,,False,,True,True,,,,,False,,False,False,True,False,,False,,,,,False,
20143,5,8.0,,8.1,,2.0,0.0,,,,,8.5,,0.4,0.9,,5.0,,6.7,,,,,5.0,,3.0,,3.1,,-3.0,-5.0,,,,,3.5,,-4.6,-4.1,,0.0,,1.7,,,,,0.0,,,False,,False,False,,,,,False,,False,False,,True,,True,,,,,True,
20145,69,0.0,,0.1,,0.0,0.0,,,,,1.1,,,0.1,0.0,0.0,,0.3,0.9,,,,0.0,,-69.0,,-68.9,,-69.0,-69.0,,,,,-67.9,,,-68.9,-69.0,-69.0,,-68.7,-68.1,,,,-69.0,,,True,,False,False,,,,,True,,,True,False,False,,True,True,,,,False,
20147,3,8.0,,9.7,,2.0,0.0,,,,,3.9,,1.0,2.1,,11.0,,4.7,,,,,7.0,,5.0,,6.7,,-1.0,-3.0,,,,,0.9,,-2.0,-0.9,,8.0,,1.7,,,,,4.0,,,False,,True,True,,,,,True,,True,True,,False,,True,,,,,True,
20149,32,10.0,,11.6,,6.0,0.0,,,,,25.4,,0.5,2.8,12.0,30.0,,5.3,12.9,,,,8.0,,-22.0,,-20.4,,-26.0,-32.0,,,,,-6.6,,-31.5,-29.2,-20.0,-2.0,,-26.7,-19.1,,,,-24.0,,,True,,False,False,,,,,True,,False,False,True,True,,False,True,,,,False,
20151,4,0.0,,1.6,,0.0,0.0,,,,,2.8,,0.6,0.0,0.0,0.0,,0.3,0.6,,,,1.0,,-4.0,,-2.4,,-4.0,-4.0,,,,,-1.2,,-3.4,-4.0,-4.0,-4.0,,-3.7,-3.4,,,,-3.0,,,True,,False,False,,,,,True,,True,True,False,False,,True,True,,,,True,
20153,0,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,,True,,True,True,,,,,True,,,False,True,True,,True,,,,,,
20155,309,106.0,108.2,113.9,,89.0,137.0,,,,,232.2,,62.9,73.5,69.0,75.0,,57.8,90.4,,,,92.0,,-203.0,-200.8,-195.1,,-220.0,-172.0,,,,,-76.8,,-246.1,-235.5,-240.0,-234.0,,-251.2,-218.6,,,,-217.0,,True,True,,False,True,,,,,True,,False,False,False,False,,False,False,,,,False,
20157,3,10.0,,10.2,,4.0,0.0,,,,,8.5,,0.5,0.7,,0.0,,4.0,9.6,,,,9.0,,7.0,,7.2,,1.0,-3.0,,,,,5.5,,-2.5,-2.3,,-3.0,,1.0,6.6,,,,6.0,,,False,,True,True,,,,,True,,True,True,,True,,True,True,,,,True,
20159,5,20.0,,21.5,,15.0,17.0,,,,,14.6,,0.4,9.1,,0.0,,15.3,,,,,26.0,,15.0,,16.5,,10.0,12.0,,,,,9.6,,-4.6,4.1,,-5.0,,10.3,,,,,21.0,,,False,,True,True,,,,,True,,True,True,,True,,True,,,,,False,
20161,144,56.0,150.8,55.5,,56.0,51.0,,,,,200.8,,34.5,38.9,65.0,171.0,,69.1,74.0,,,,48.0,,-88.0,6.8,-88.5,,-88.0,-93.0,,,,,56.8,,-109.5,-105.1,-79.0,27.0,,-74.9,-70.0,,,,-96.0,,True,False,,False,False,,,,,True,,False,False,True,True,,True,True,,,,False,
