,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
12115,488,492.0,1874.1,432.4,502.9,442.0,442.0,,,,,,746.5,,486.7,393.5,421.0,,430.6,458.4,408.0,,,453.0,,627.0,4.0,1386.1,-55.6,14.9,-46.0,-46.0,,,,,,258.5,,-1.3,-94.5,-67.0,,-57.4,-29.6,-80.0,,,-35.0,,139.0,False,False,False,False,False,,,,,,False,,True,False,False,,False,False,False,,,False,,False
12117,376,482.0,1700.7,476.2,466.6,467.0,533.0,,,,,,720.7,,466.9,435.6,449.0,,362.6,406.9,393.0,,,431.0,,580.6,106.0,1324.7,100.2,90.6,91.0,157.0,,,,,,344.7,,90.9,59.6,73.0,,-13.4,30.9,17.0,,,55.0,,204.6,False,True,True,True,False,,,,,,False,,True,True,True,,True,True,True,,,True,,False
12119,191,193.0,230.6,203.5,,182.0,217.0,,,,,,144.2,,170.9,153.2,145.0,,143.7,195.7,153.0,,,190.0,,251.4,2.0,39.6,12.5,,-9.0,26.0,,,,,,-46.8,,-20.1,-37.8,-46.0,,-47.3,4.7,-38.0,,,-1.0,,60.4,False,False,,False,False,,,,,,False,,False,False,False,,False,False,False,,,True,,False
12121,832,249.0,,245.1,,252.0,279.0,,,,,,139.9,,340.6,255.4,240.0,,259.4,211.8,,,,206.0,,421.3,-583.0,,-586.9,,-580.0,-553.0,,,,,,-692.1,,-491.4,-576.6,-592.0,,-572.6,-620.2,,,,-626.0,,-410.7,,False,,True,True,,,,,,False,,True,True,False,,True,False,,,,False,,True
12123,145,587.0,,609.9,,578.0,663.0,,,,,,116.9,,569.5,252.5,,,1552.2,508.0,,,,127.0,,579.5,442.0,,464.9,,433.0,518.0,,,,,,-28.1,,424.5,107.5,,,1407.2,363.0,,,,-18.0,,434.5,,False,,True,False,,,,,,True,,True,True,,,False,True,,,,True,,True
12125,184,79.0,,83.6,,80.0,95.0,,,,,,41.6,,80.0,66.3,,,569.3,82.4,,,,76.0,,141.5,-105.0,,-100.4,,-104.0,-89.0,,,,,,-142.4,,-104.0,-117.7,,,385.3,-101.6,,,,-108.0,,-42.5,,True,,True,True,,,,,,False,,True,False,,,False,True,,,,False,,True
12127,623,820.0,1592.5,831.9,814.6,790.0,855.0,,,,,,893.8,,789.7,672.9,650.0,,680.5,769.1,718.0,,,786.0,,1141.1,197.0,969.5,208.9,191.6,167.0,232.0,,,,,,270.8,,166.7,49.9,27.0,,57.5,146.1,95.0,,,163.0,,518.1,False,False,True,True,False,,,,,,False,,True,True,True,,True,True,True,,,True,,False
12129,84,82.0,,68.4,,63.0,37.0,,,,,,89.9,,56.9,73.3,75.0,,27.9,72.0,,,,65.0,,153.6,-2.0,,-15.6,,-21.0,-47.0,,,,,,5.9,,-27.1,-10.7,-9.0,,-56.1,-12.0,,,,-19.0,,69.6,,False,,False,False,,,,,,False,,False,False,False,,False,False,,,,False,,False
12131,93,144.0,257.9,143.2,,136.0,117.0,,,,,,153.8,,132.3,148.1,142.0,,111.0,135.9,,,,141.0,,246.9,51.0,164.9,50.2,,43.0,24.0,,,,,,60.8,,39.3,55.1,49.0,,18.0,42.9,,,,48.0,,153.9,False,True,,True,True,,,,,,False,,True,False,True,,True,True,,,,True,,False
12133,83,281.0,,280.1,,259.0,302.0,,,,,,113.9,,217.9,207.7,,,388.7,237.2,,,,197.0,,305.1,198.0,,197.1,,176.0,219.0,,,,,,30.9,,134.9,124.7,,,305.7,154.2,,,,114.0,,222.1,,True,,True,False,,,,,,True,,True,True,,,False,True,,,,True,,False
13001,133,59.0,,64.8,,65.0,74.0,,,,,,43.6,,65.3,89.7,80.0,,84.6,61.0,,,,37.0,,94.4,-74.0,,-68.2,,-68.0,-59.0,,,,,,-89.4,,-67.7,-43.3,-53.0,,-48.4,-72.0,,,,-96.0,,-38.6,,True,,True,True,,,,,,False,,True,True,True,,True,True,,,,False,,True
13003,33,28.0,,26.5,,25.0,23.0,,,,,,16.7,,10.8,21.4,28.0,,30.0,26.4,,,,10.0,,43.1,-5.0,,-6.5,,-8.0,-10.0,,,,,,-16.3,,-22.2,-11.6,-5.0,,-3.0,-6.6,,,,-23.0,,10.1,,False,,False,False,,,,,,False,,False,False,False,,True,False,,,,False,,False
13005,39,23.0,,22.9,,21.0,19.0,,,,,,15.7,,12.1,22.2,31.0,,19.1,24.8,,,,9.0,,38.5,-16.0,,-16.1,,-18.0,-20.0,,,,,,-23.3,,-26.9,-16.8,-8.0,,-19.9,-14.2,,,,-30.0,,-0.5,,False,,False,False,,,,,,False,,False,False,True,,False,True,,,,False,,True
13007,8,5.0,,5.7,,2.0,0.0,,,,,,2.2,,1.9,1.5,6.0,,2.3,4.4,,,,5.0,,3.0,-3.0,,-2.3,,-6.0,-8.0,,,,,,-5.8,,-6.1,-6.5,-2.0,,-5.7,-3.6,,,,-3.0,,-5.0,,True,,False,False,,,,,,False,,False,False,True,,False,False,,,,False,,False
13009,113,92.0,,95.9,,91.0,100.0,,,,,,87.0,,61.2,85.0,95.0,,102.9,91.3,,,,77.0,,67.1,-21.0,,-17.1,,-22.0,-13.0,,,,,,-26.0,,-51.8,-28.0,-18.0,,-10.1,-21.7,,,,-36.0,,-45.9,,True,,False,True,,,,,,False,,False,False,True,,True,False,,,,False,,False
13011,30,29.0,,30.3,,27.0,34.0,,,,,,30.5,,14.0,25.0,31.0,,33.0,24.8,,,,29.0,,48.7,-1.0,,0.3,,-3.0,4.0,,,,,,0.5,,-16.0,-5.0,1.0,,3.0,-5.2,,,,-1.0,,18.7,,True,,False,False,,,,,,True,,False,False,False,,False,False,,,,False,,False
13013,134,182.0,168.7,180.6,,169.0,160.0,,,,,,149.4,,153.8,157.1,176.0,,246.2,199.9,,,,185.0,,272.5,48.0,34.7,46.6,,35.0,26.0,,,,,,15.4,,19.8,23.1,42.0,,112.2,65.9,,,,51.0,,138.5,True,True,,True,True,,,,,,True,,True,True,True,,False,False,,,,False,,False
13015,180,270.0,203.3,276.2,,257.0,282.0,,,,,,153.2,,209.0,217.8,269.0,,306.9,259.7,,,,256.0,,298.9,90.0,23.3,96.2,,77.0,102.0,,,,,,-26.8,,29.0,37.8,89.0,,126.9,79.7,,,,76.0,,118.9,True,False,,True,False,,,,,,True,,True,True,True,,False,True,,,,True,,False
13017,113,73.0,,71.6,,70.0,61.0,,,,,,36.4,,85.6,87.2,88.0,,56.0,67.6,,,,44.0,,74.6,-40.0,,-41.4,,-43.0,-52.0,,,,,,-76.6,,-27.4,-25.8,-25.0,,-57.0,-45.4,,,,-69.0,,-38.4,,False,,False,False,,,,,,False,,True,True,True,,False,False,,,,False,,True
13019,45,30.0,,30.4,,26.0,28.0,,,,,,28.0,,24.7,32.4,36.0,,16.5,24.0,,,,28.0,,57.9,-15.0,,-14.6,,-19.0,-17.0,,,,,,-17.0,,-20.3,-12.6,-9.0,,-28.5,-21.0,,,,-17.0,,12.9,,True,,False,False,,,,,,False,,False,True,True,,False,False,,,,False,,True
13021,443,447.0,705.2,447.7,,441.0,419.0,,,,,,422.3,,459.3,434.9,448.0,,515.9,426.9,364.0,,,348.0,,504.0,4.0,262.2,4.7,,-2.0,-24.0,,,,,,-20.7,,16.3,-8.1,5.0,,72.9,-16.1,-79.0,,,-95.0,,61.0,False,False,,True,False,,,,,,False,,False,False,False,,False,False,False,,,False,,False
13023,93,55.0,,58.3,,60.0,62.0,,,,,,26.4,,110.3,97.2,,,171.9,46.3,,,,41.0,,49.9,-38.0,,-34.7,,-33.0,-31.0,,,,,,-66.5,,17.3,4.2,,,78.9,-46.7,,,,-52.0,,-43.1,,True,,True,True,,,,,,False,,True,True,,,False,False,,,,False,,False
13025,27,20.0,,21.6,,19.0,16.0,,,,,,31.5,,13.4,22.8,24.0,,20.6,17.8,,,,21.0,,30.0,-7.0,,-5.4,,-8.0,-11.0,,,,,,4.5,,-13.6,-4.2,-3.0,,-6.4,-9.2,,,,-6.0,,3.0,,True,,False,False,,,,,,True,,False,True,True,,True,False,,,,True,,True
13027,19,38.0,,37.4,,38.0,41.0,,,,,,38.5,,26.3,40.0,46.0,,41.5,38.3,,,,31.0,,68.1,19.0,,18.4,,19.0,22.0,,,,,,19.5,,7.3,21.0,27.0,,22.5,19.3,,,,12.0,,49.1,,True,,False,False,,,,,,False,,True,False,False,,False,False,,,,True,,False
13029,77,105.0,,106.8,,97.0,94.0,,,,,,67.9,,80.9,82.8,96.0,,106.7,99.8,,,,93.0,,150.6,28.0,,29.8,,20.0,17.0,,,,,,-9.1,,3.9,5.8,19.0,,29.7,22.8,,,,16.0,,73.6,,False,,True,True,,,,,,True,,True,True,True,,False,True,,,,True,,False
13031,138,149.0,245.1,143.1,,149.0,140.0,,,,,,140.8,,161.7,152.3,163.0,,149.9,123.3,,,,144.0,,229.9,11.0,107.1,5.1,,11.0,2.0,,,,,,2.8,,23.7,14.3,25.0,,11.9,-14.7,,,,6.0,,91.9,False,True,,False,True,,,,,,True,,False,False,False,,False,False,,,,True,,False
13033,76,62.0,,57.0,,55.0,53.0,,,,,,50.6,,37.8,50.4,57.0,,59.6,64.9,,,,59.0,,75.3,-14.0,,-19.0,,-21.0,-23.0,,,,,,-25.4,,-38.2,-25.6,-19.0,,-16.4,-11.1,,,,-17.0,,-0.7,,False,,False,False,,,,,,False,,False,False,False,,False,True,,,,False,,True
13035,23,24.0,,18.4,,23.0,30.0,,,,,,25.7,,12.6,30.2,35.0,,23.3,22.0,,,,29.0,,39.2,1.0,,-4.6,,0.0,7.0,,,,,,2.7,,-10.4,7.2,12.0,,0.3,-1.0,,,,6.0,,16.2,,False,,True,False,,,,,,False,,False,False,False,,True,False,,,,False,,False
13037,10,10.0,,9.1,,7.0,0.0,,,,,,5.9,,3.1,6.8,13.0,,9.7,8.1,,,,5.0,,4.6,0.0,,-0.9,,-3.0,-10.0,,,,,,-4.1,,-6.9,-3.2,3.0,,-0.3,-1.9,,,,-5.0,,-5.4,,False,,False,False,,,,,,False,,False,False,False,,False,False,,,,False,,False
13039,119,96.0,129.8,99.0,,96.0,97.0,,,,,,108.6,,37.2,70.3,62.0,,78.2,96.9,,,,124.0,,98.2,-23.0,10.8,-20.0,,-23.0,-22.0,,,,,,-10.4,,-81.8,-48.7,-57.0,,-40.8,-22.1,,,,5.0,,-20.8,True,True,,False,True,,,,,,True,,False,False,False,,False,True,,,,True,,True
13043,27,29.0,,26.3,,26.0,34.0,,,,,,27.4,,14.6,24.8,28.0,,20.6,27.4,,,,33.0,,52.4,2.0,,-0.7,,-1.0,7.0,,,,,,0.4,,-12.4,-2.2,1.0,,-6.4,0.4,,,,6.0,,25.4,,True,,True,False,,,,,,True,,False,False,True,,False,True,,,,False,,False
13045,173,161.0,246.2,154.1,,153.0,153.0,,,,,,135.9,,117.1,127.3,161.0,,134.7,158.6,,,,145.0,,240.3,-12.0,73.2,-18.9,,-20.0,-20.0,,,,,,-37.1,,-55.9,-45.7,-12.0,,-38.3,-14.4,,,,-28.0,,67.3,False,False,,False,False,,,,,,False,,False,False,False,,False,False,,,,False,,False
13047,78,92.0,80.6,93.6,,83.0,95.0,,,,,,88.1,,54.9,79.9,96.0,,105.8,83.0,,,,95.0,,139.1,14.0,2.6,15.6,,5.0,17.0,,,,,,10.1,,-23.1,1.9,18.0,,27.8,5.0,,,,17.0,,61.1,True,False,,True,False,,,,,,True,,False,True,False,,False,True,,,,False,,False
13049,34,40.0,,33.4,,40.0,78.0,,,,,,27.1,,28.6,45.5,44.0,,40.2,48.5,,,,52.0,,60.3,6.0,,-0.6,,6.0,44.0,,,,,,-6.9,,-5.4,11.5,10.0,,6.2,14.5,,,,18.0,,26.3,,True,,False,False,,,,,,False,,True,False,False,,False,False,,,,False,,False
13051,551,754.0,985.0,762.9,690.1,690.0,727.0,,,,,,641.6,,589.9,576.3,715.0,,587.9,706.4,469.0,,,636.0,,836.0,203.0,434.0,211.9,139.1,139.0,176.0,,,,,,90.6,,38.9,25.3,164.0,,36.9,155.4,-82.0,,,85.0,,285.0,False,False,True,True,True,,,,,,True,,True,True,True,,True,True,True,,,True,,False
13053,52,99.0,,98.4,,73.0,35.0,,,,,,26.9,,50.4,70.2,103.0,,117.6,76.2,,,,0.0,,156.8,47.0,,46.4,,21.0,-17.0,,,,,,-25.1,,-1.6,18.2,51.0,,65.6,24.2,,,,-52.0,,104.8,,True,,True,True,,,,,,True,,True,True,False,,False,True,,,,False,,False
13055,100,68.0,,69.5,,69.0,85.0,,,,,,44.3,,79.1,61.7,,,73.1,67.4,,,,79.0,,86.7,-32.0,,-30.5,,-31.0,-15.0,,,,,,-55.7,,-20.9,-38.3,,,-26.9,-32.6,,,,-21.0,,-13.3,,True,,True,True,,,,,,False,,True,False,,,True,False,,,,True,,True
13057,541,607.0,339.9,589.3,,598.0,821.0,,,,,,350.6,,656.6,552.1,607.0,,662.0,574.1,726.0,,,504.0,,720.4,66.0,-201.1,48.3,,57.0,280.0,,,,,,-190.4,,115.6,11.1,66.0,,121.0,33.1,185.0,,,-37.0,,179.4,False,True,,True,False,,,,,,False,,False,True,False,,False,True,False,,,True,,False
13059,211,333.0,289.4,330.1,,294.0,395.0,,,,,,188.1,,289.4,272.3,324.0,,842.9,291.0,296.0,,,283.0,,411.9,122.0,78.4,119.1,,83.0,184.0,,,,,,-22.9,,78.4,61.3,113.0,,631.9,80.0,85.0,,,72.0,,200.9,True,True,,True,False,,,,,,True,,True,True,True,,False,True,True,,,True,,False
13061,15,10.0,,9.9,,7.0,7.0,,,,,,1.7,,3.1,2.7,6.0,,7.4,9.4,,,,5.0,,4.1,-5.0,,-5.1,,-8.0,-8.0,,,,,,-13.3,,-11.9,-12.3,-9.0,,-7.6,-5.6,,,,-10.0,,-10.9,,False,,False,False,,,,,,False,,False,False,False,,False,False,,,,False,,False
13063,498,484.0,606.2,494.4,,464.0,464.0,,,,,,474.6,,459.0,441.6,524.0,,487.2,457.5,464.0,,,449.0,,719.6,-14.0,108.2,-3.6,,-34.0,-34.0,,,,,,-23.4,,-39.0,-56.4,26.0,,-10.8,-40.5,-34.0,,,-49.0,,221.6,False,True,,False,False,,,,,,False,,False,False,False,,True,False,False,,,False,,False
13065,22,20.0,,18.5,,18.0,17.0,,,,,,11.4,,12.5,20.0,22.0,,18.5,21.1,,,,11.0,,39.9,-2.0,,-3.5,,-4.0,-5.0,,,,,,-10.6,,-9.5,-2.0,0.0,,-3.5,-0.9,,,,-11.0,,17.9,,False,,False,False,,,,,,False,,False,True,True,,False,True,,,,False,,False
13067,1490,1900.0,1643.7,1865.8,1612.2,1810.0,2145.0,,,,,,1069.1,,1961.1,1746.6,1864.0,,5016.3,1815.9,1646.0,,,1614.0,,2388.7,410.0,153.7,375.8,122.2,320.0,655.0,,,,,,-420.9,,471.1,256.6,374.0,,3526.3,325.9,156.0,,,124.0,,898.7,True,True,True,True,False,,,,,,False,,False,True,True,,False,True,True,,,True,,False
13069,138,123.0,,138.6,,113.0,112.0,,,,,,85.6,,93.3,113.7,139.0,,131.0,112.8,,,,73.0,,168.0,-15.0,,0.6,,-25.0,-26.0,,,,,,-52.4,,-44.7,-24.3,1.0,,-7.0,-25.2,,,,-65.0,,30.0,,True,,False,False,,,,,,False,,False,False,True,,True,False,,,,False,,False
13071,80,64.0,,71.0,,59.0,50.0,,,,,,41.9,,35.4,55.1,101.0,,75.3,62.3,,,,32.0,,60.7,-16.0,,-9.0,,-21.0,-30.0,,,,,,-38.1,,-44.6,-24.9,21.0,,-4.7,-17.7,,,,-48.0,,-19.3,,True,,False,False,,,,,,False,,False,False,False,,True,False,,,,False,,False
13073,408,340.0,475.7,325.4,,320.0,308.0,,,,,,291.2,,318.8,321.6,299.0,,337.7,297.3,311.0,,,358.0,,362.7,-68.0,67.7,-82.6,,-88.0,-100.0,,,,,,-116.8,,-89.2,-86.4,-109.0,,-70.3,-110.7,-97.0,,,-50.0,,-45.3,True,False,,False,False,,,,,,False,,False,False,False,,False,False,False,,,True,,True
13075,40,35.0,,34.8,,34.0,37.0,,,,,,36.7,,21.7,37.9,41.0,,30.2,32.6,,,,35.0,,50.0,-5.0,,-5.2,,-6.0,-3.0,,,,,,-3.3,,-18.3,-2.1,1.0,,-9.8,-7.4,,,,-5.0,,10.0,,False,,False,True,,,,,,True,,False,True,True,,False,False,,,,False,,False
13077,265,172.0,160.0,174.9,,153.0,155.0,,,,,,132.1,,135.2,151.5,166.0,,150.3,180.1,149.0,,,163.0,,210.9,-93.0,-105.0,-90.1,,-112.0,-110.0,,,,,,-132.9,,-129.8,-113.5,-99.0,,-114.7,-84.9,-116.0,,,-102.0,,-54.1,False,True,,False,False,,,,,,False,,False,False,False,,False,True,False,,,False,,True
13079,14,12.0,,11.3,,9.0,14.0,,,,,,13.9,,4.9,6.8,13.0,,3.1,12.1,,,,12.0,,11.3,-2.0,,-2.7,,-5.0,0.0,,,,,,-0.1,,-9.1,-7.2,-1.0,,-10.9,-1.9,,,,-2.0,,-2.7,,False,,False,True,,,,,,True,,False,False,True,,False,True,,,,False,,False
13081,37,13.0,,12.9,,10.0,8.0,,,,,,13.8,,4.8,9.0,20.0,,10.1,12.6,,,,10.0,,8.9,-24.0,,-24.1,,-27.0,-29.0,,,,,,-23.2,,-32.2,-28.0,-17.0,,-26.9,-24.4,,,,-27.0,,-28.1,,False,,False,False,,,,,,True,,False,False,True,,False,False,,,,False,,False
13083,28,16.0,,15.5,,13.0,23.0,,,,,,20.7,,7.1,12.9,17.0,,9.0,13.5,,,,16.0,,24.8,-12.0,,-12.5,,-15.0,-5.0,,,,,,-7.3,,-20.9,-15.1,-11.0,,-19.0,-14.5,,,,-12.0,,-3.2,,False,,False,True,,,,,,True,,False,False,True,,False,False,,,,False,,True
13085,112,74.0,,78.0,,75.0,100.0,,,,,,39.4,,60.7,63.9,80.0,,118.8,75.8,,,,78.0,,98.4,-38.0,,-34.0,,-37.0,-12.0,,,,,,-72.6,,-51.3,-48.1,-32.0,,6.8,-36.2,,,,-34.0,,-13.6,,True,,True,True,,,,,,False,,False,False,True,,True,True,,,,True,,True
13087,75,140.0,,138.4,,134.0,197.0,,,,,,66.3,,113.0,126.1,124.0,,128.7,163.1,,,,104.0,,129.3,65.0,,63.4,,59.0,122.0,,,,,,-8.7,,38.0,51.1,49.0,,53.7,88.1,,,,29.0,,54.3,,True,,True,False,,,,,,True,,True,True,True,,True,False,,,,True,,True
13089,1174,1404.0,1646.6,1393.6,1352.1,1394.0,1473.0,,,,,,1137.1,,1508.8,1334.0,1516.0,,1396.5,1319.5,1136.0,,,1198.0,,2205.7,230.0,472.6,219.6,178.1,220.0,299.0,,,,,,-36.9,,334.8,160.0,342.0,,222.5,145.5,-38.0,,,24.0,,1031.7,False,True,True,True,False,,,,,,True,,False,True,False,,True,True,True,,,True,,False
13091,43,22.0,,25.7,,23.0,14.0,,,,,,19.6,,23.6,30.9,,,26.1,19.5,,,,9.0,,26.1,-21.0,,-17.3,,-20.0,-29.0,,,,,,-23.4,,-19.4,-12.1,,,-16.9,-23.5,,,,-34.0,,-16.9,,True,,True,False,,,,,,False,,True,True,,,True,False,,,,False,,True
13093,11,10.0,,9.6,,8.0,7.0,,,,,,9.4,,3.3,8.5,16.0,,31.3,7.6,,,,7.0,,9.5,-1.0,,-1.4,,-3.0,-4.0,,,,,,-1.6,,-7.7,-2.5,5.0,,20.3,-3.4,,,,-4.0,,-1.5,,False,,False,False,,,,,,False,,False,False,False,,False,False,,,,False,,False
13095,121,95.0,42.6,88.7,,75.0,75.0,,,,,,79.1,,50.3,82.5,145.0,,70.5,106.2,,,,56.0,,39.6,-26.0,-78.4,-32.3,,-46.0,-46.0,,,,,,-41.9,,-70.7,-38.5,24.0,,-50.5,-14.8,,,,-65.0,,-81.4,False,False,,False,False,,,,,,False,,False,False,True,,False,True,,,,False,,False
13097,257,323.0,379.1,316.6,,306.0,376.0,,,,,,206.2,,284.8,276.9,335.0,,306.9,310.9,259.0,,,263.0,,386.8,66.0,122.1,59.6,,49.0,119.0,,,,,,-50.8,,27.8,19.9,78.0,,49.9,53.9,2.0,,,6.0,,129.8,False,True,,True,False,,,,,,True,,True,True,False,,True,True,True,,,True,,False
13099,24,13.0,,15.5,,12.0,14.0,,,,,,6.1,,3.2,11.3,,,9.9,11.8,,,,5.0,,20.5,-11.0,,-8.5,,-12.0,-10.0,,,,,,-17.9,,-20.8,-12.7,,,-14.1,-12.2,,,,-19.0,,-3.5,,True,,False,True,,,,,,False,,False,False,,,False,False,,,,False,,True
13101,5,3.0,,3.6,,3.0,0.0,,,,,,3.4,,2.0,4.9,,,4.8,4.6,,,,0.0,,29.1,-2.0,,-1.4,,-2.0,-5.0,,,,,,-1.6,,-3.0,-0.1,,,-0.2,-0.4,,,,-5.0,,24.1,,True,,False,False,,,,,,True,,False,True,,,True,True,,,,False,,False
13103,91,93.0,126.8,85.0,,85.0,83.0,,,,,,104.5,,71.6,80.9,85.0,,109.5,90.1,,,,103.0,,135.1,2.0,35.8,-6.0,,-6.0,-8.0,,,,,,13.5,,-19.4,-10.1,-6.0,,18.5,-0.9,,,,12.0,,44.1,False,False,,False,False,,,,,,False,,False,False,False,,False,True,,,,False,,False
13105,29,31.0,,31.4,,29.0,21.0,,,,,,44.9,,25.9,32.2,40.0,,34.4,27.5,,,,31.0,,50.3,2.0,,2.4,,0.0,-8.0,,,,,,15.9,,-3.1,3.2,11.0,,5.4,-1.5,,,,2.0,,21.3,,False,,True,False,,,,,,False,,False,False,False,,False,True,,,,False,,False
13107,79,92.0,,89.4,,83.0,100.0,,,,,,61.2,,65.9,76.1,89.0,,64.0,92.6,,,,75.0,,106.7,13.0,,10.4,,4.0,21.0,,,,,,-17.8,,-13.1,-2.9,10.0,,-15.0,13.6,,,,-4.0,,27.7,,True,,True,False,,,,,,False,,False,True,True,,False,False,,,,True,,False
13109,63,39.0,,38.1,,29.0,34.0,,,,,,35.7,,12.7,24.0,25.0,,22.5,35.6,,,,38.0,,47.8,-24.0,,-24.9,,-34.0,-29.0,,,,,,-27.3,,-50.3,-39.0,-38.0,,-40.5,-27.4,,,,-25.0,,-15.2,,False,,False,False,,,,,,False,,False,False,False,,False,False,,,,False,,True
13111,36,59.0,,59.2,,52.0,55.0,,,,,,47.5,,36.3,45.9,53.0,,49.6,66.9,,,,51.0,,77.6,23.0,,23.2,,16.0,19.0,,,,,,11.5,,0.3,9.9,17.0,,13.6,30.9,,,,15.0,,41.6,,False,,True,True,,,,,,True,,True,True,True,,True,False,,,,True,,False
13113,163,151.0,151.9,148.6,,148.0,134.0,,,,,,138.5,,151.2,146.6,151.0,,216.4,141.6,,,,166.0,,175.9,-12.0,-11.1,-14.4,,-15.0,-29.0,,,,,,-24.5,,-11.8,-16.4,-12.0,,53.4,-21.4,,,,3.0,,12.9,True,False,,False,False,,,,,,False,,True,False,False,,False,False,,,,True,,False
13115,301,245.0,225.7,245.8,,245.0,252.0,,,,,,152.0,,210.4,203.9,234.0,,268.7,258.9,,,,236.0,,274.9,-56.0,-75.3,-55.2,,-56.0,-49.0,,,,,,-149.0,,-90.6,-97.1,-67.0,,-32.3,-42.1,,,,-65.0,,-26.1,False,True,,False,True,,,,,,False,,False,False,False,,True,True,,,,False,,True
13117,330,326.0,311.5,326.8,,326.0,330.0,,,,,,305.2,,379.4,337.5,349.0,,313.5,307.9,340.0,,,342.0,,488.5,-4.0,-18.5,-3.2,,-4.0,0.0,,,,,,-24.8,,49.4,7.5,19.0,,-16.5,-22.1,10.0,,,12.0,,158.5,False,True,,False,True,,,,,,False,,False,False,False,,False,False,False,,,False,,False
13119,56,42.0,,42.8,,37.0,42.0,,,,,,40.0,,15.0,32.8,34.0,,28.7,43.6,,,,31.0,,44.9,-14.0,,-13.2,,-19.0,-14.0,,,,,,-16.0,,-41.0,-23.2,-22.0,,-27.3,-12.4,,,,-25.0,,-11.1,,True,,False,False,,,,,,False,,False,False,False,,False,True,,,,False,,True
13121,1818,2191.0,2568.2,2225.2,1931.3,2151.0,2346.0,,,,,,1730.5,,2225.6,1976.3,2319.0,,2151.0,2088.2,2012.0,,,1934.0,,2933.1,373.0,750.2,407.2,113.3,333.0,528.0,,,,,,-87.5,,407.6,158.3,501.0,,333.0,270.2,194.0,,,116.0,,1115.1,False,False,True,True,False,,,,,,True,,False,True,False,,True,True,True,,,True,,False
13123,60,125.0,,119.0,,106.0,122.0,,,,,,112.2,,92.7,83.2,108.0,,84.3,129.9,,,,84.0,,151.2,65.0,,59.0,,46.0,62.0,,,,,,52.2,,32.7,23.2,48.0,,24.3,69.9,,,,24.0,,91.2,,True,,True,True,,,,,,True,,True,True,True,,True,False,,,,True,,False
13125,4,2.0,,1.8,,1.0,0.0,,,,,,2.8,,0.6,0.3,,,0.0,,,,,3.0,,3.5,-2.0,,-2.2,,-3.0,-4.0,,,,,,-1.2,,-3.4,-3.7,,,-4.0,,,,,-1.0,,-0.5,,False,,False,False,,,,,,True,,False,False,,,False,,,,,True,,True
13127,238,206.0,413.9,200.7,,206.0,212.0,,,,,,159.3,,219.4,224.0,247.0,,0.0,201.3,,,,122.0,,272.8,-32.0,175.9,-37.3,,-32.0,-26.0,,,,,,-78.7,,-18.6,-14.0,9.0,,-238.0,-36.7,,,,-116.0,,34.8,False,False,,False,True,,,,,,False,,True,True,True,,False,False,,,,False,,False
13129,154,170.0,212.2,159.8,,160.0,147.0,,,,,,102.8,,143.9,142.0,169.0,,224.2,218.6,,,,156.0,,231.4,16.0,58.2,5.8,,6.0,-7.0,,,,,,-51.2,,-10.1,-12.0,15.0,,70.2,64.6,,,,2.0,,77.4,False,True,,True,True,,,,,,False,,True,True,True,,False,False,,,,True,,False
