,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,LANL-GrowthRate,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
20027,31,21.0,,,,,0.5,,,15.0,-10.0,,,,,-30.5,,,-16.0,,,,,False,,,False
20029,36,21.0,,,,,1.0,6.6,,10.0,-15.0,,,,,-35.0,-29.4,,-26.0,,,,,False,False,,False
20031,51,14.0,,,,,1.4,10.0,,8.0,-37.0,,,,,-49.6,-41.0,,-43.0,,,,,False,False,,False
20033,6,14.0,,,,,0.0,,,5.0,8.0,,,,,-6.0,,,-1.0,,,,,True,,,True
20035,208,98.0,,,,,9.4,250.5,,100.0,-110.0,,,,,-198.6,42.5,,-108.0,,,,,False,True,,True
20037,676,84.0,,,,,1.4,57.6,,39.0,-592.0,,,,,-674.6,-618.4,,-637.0,,,,,False,False,,False
20039,17,0.0,,,,,,,,0.0,-17.0,,,,,,,,-17.0,,,,,,,,False
20041,144,49.0,,,,,2.9,,,34.0,-95.0,,,,,-141.1,,,-110.0,,,,,False,,,False
20043,64,28.0,,,,,1.6,60.8,,14.0,-36.0,,,,,-62.4,-3.2,,-50.0,,,,,False,True,,False
20045,1470,448.0,984.8,,,,103.1,239.6,,324.0,-1022.0,-485.2,,,,-1366.9,-1230.4,,-1146.0,True,,,,False,False,,False
20047,41,0.0,,,,,0.1,2.6,,1.0,-41.0,,,,,-40.9,-38.4,,-40.0,,,,,True,True,,True
20049,3,0.0,,,,,,,,0.0,-3.0,,,,,,,,-3.0,,,,,,,,False
20051,833,91.0,,,,,11.5,123.4,,93.0,-742.0,,,,,-821.5,-709.6,,-740.0,,,,,False,True,,True
20053,12,21.0,,,,,0.3,,,13.0,9.0,,,,,-11.7,,,1.0,,,,,False,,,True
20055,422,322.0,,,,,30.8,131.3,,3.0,-100.0,,,,,-391.2,-290.7,,-419.0,,,,,False,False,,False
20057,757,301.0,,,,,18.3,240.1,,0.0,-456.0,,,,,-738.7,-516.9,,-757.0,,,,,False,False,,False
20059,178,203.0,,,,,27.7,333.2,,182.0,25.0,,,,,-150.3,155.2,,4.0,,,,,False,False,,True
20061,326,84.0,,,,,27.1,26.1,,79.0,-242.0,,,,,-298.9,-299.9,,-247.0,,,,,False,False,,False
20063,28,21.0,,,,,0.0,,,47.0,-7.0,,,,,-28.0,,,19.0,,,,,False,,,False
20065,21,0.0,,,,,,,,9.0,-21.0,,,,,,,,-12.0,,,,,,,,True
20067,180,112.0,,,,,41.3,62.5,,42.0,-68.0,,,,,-138.7,-117.5,,-138.0,,,,,False,False,,False
20069,69,42.0,,,,,1.6,67.6,,40.0,-27.0,,,,,-67.4,-1.4,,-29.0,,,,,False,True,,False
20071,5,7.0,,,,,,,,1.0,2.0,,,,,,,,-4.0,,,,,,,,False
20073,29,7.0,,,,,0.3,17.5,,26.0,-22.0,,,,,-28.7,-11.5,,-3.0,,,,,False,True,,True
20075,10,0.0,,,,,0.8,9.2,,2.0,-10.0,,,,,-9.2,-0.8,,-8.0,,,,,True,True,,True
20077,111,14.0,,,,,0.1,9.3,,6.0,-97.0,,,,,-110.9,-101.7,,-105.0,,,,,False,False,,False
20079,158,259.0,,,,,124.6,267.2,,234.0,101.0,,,,,-33.4,109.2,,76.0,,,,,True,False,,True
20081,77,0.0,,,,,1.1,2.8,,2.0,-77.0,,,,,-75.9,-74.2,,-75.0,,,,,True,True,,True
20083,11,0.0,,,,,0.1,,,1.0,-11.0,,,,,-10.9,,,-10.0,,,,,True,,,True
20085,91,14.0,,,,,0.4,62.4,,17.0,-77.0,,,,,-90.6,-28.6,,-74.0,,,,,False,True,,True
20087,111,119.0,,,,,2.0,49.4,,194.0,8.0,,,,,-109.0,-61.6,,83.0,,,,,False,False,,False
20089,6,14.0,,,,,0.1,23.0,,12.0,8.0,,,,,-5.9,17.0,,6.0,,,,,True,False,,True
20091,5354,4403.0,6142.3,,,,3537.4,2359.2,,3623.0,-951.0,788.3,,,,-1816.6,-2994.8,,-1731.0,True,,,,False,False,,False
20093,36,14.0,,,,,1.4,9.4,,8.0,-22.0,,,,,-34.6,-26.6,,-28.0,,,,,False,False,,False
20095,74,56.0,,,,,,39.1,,135.0,-18.0,,,,,,-34.9,,61.0,,,,,,False,,False
20097,17,7.0,,,,,0.1,9.8,,2.0,-10.0,,,,,-16.9,-7.2,,-15.0,,,,,False,True,,False
20099,109,182.0,,,,,24.5,166.1,,85.0,73.0,,,,,-84.5,57.1,,-24.0,,,,,False,True,,True
20101,9,0.0,,,,,0.0,,,0.0,-9.0,,,,,-9.0,,,-9.0,,,,,True,,,False
20103,622,469.0,4.9,,,,94.2,480.3,,148.0,-153.0,-617.1,,,,-527.8,-141.7,,-474.0,False,,,,False,True,,False
20105,6,0.0,,,,,,3.2,,0.0,-6.0,,,,,,-2.8,,-6.0,,,,,,True,,False
20107,41,35.0,,,,,1.5,72.1,,39.0,-6.0,,,,,-39.5,31.1,,-2.0,,,,,False,False,,True
20109,12,0.0,,,,,,,,0.0,-12.0,,,,,,,,-12.0,,,,,,,,False
20111,446,371.0,,,,,24.8,273.1,,101.0,-75.0,,,,,-421.2,-172.9,,-345.0,,,,,False,False,,False
20113,135,91.0,,,,,10.7,69.6,,88.0,-44.0,,,,,-124.3,-65.4,,-47.0,,,,,False,False,,False
20115,42,42.0,,,,,0.8,,,18.0,0.0,,,,,-41.2,,,-24.0,,,,,False,,,False
20117,18,0.0,,,,,,5.0,,3.0,-18.0,,,,,,-13.0,,-15.0,,,,,,True,,True
20119,88,35.0,,,,,0.7,38.6,,14.0,-53.0,,,,,-87.3,-49.4,,-74.0,,,,,False,True,,False
20121,244,112.0,,,,,46.8,102.5,,127.0,-132.0,,,,,-197.2,-141.5,,-117.0,,,,,False,False,,True
20123,18,0.0,,,,,0.4,,,3.0,-18.0,,,,,-17.6,,,-15.0,,,,,True,,,True
20125,258,84.0,,,,,5.1,81.9,,126.0,-174.0,,,,,-252.9,-176.1,,-132.0,,,,,False,False,,True
20127,26,14.0,,,,,0.1,6.2,,27.0,-12.0,,,,,-25.9,-19.8,,1.0,,,,,False,False,,True
20129,6,0.0,,,,,0.1,0.7,,0.0,-6.0,,,,,-5.9,-5.3,,-6.0,,,,,True,True,,False
20131,53,14.0,,,,,1.4,64.7,,17.0,-39.0,,,,,-51.6,11.7,,-36.0,,,,,False,True,,True
20133,116,56.0,,,,,3.9,52.2,,31.0,-60.0,,,,,-112.1,-63.8,,-85.0,,,,,False,False,,False
20135,76,7.0,,,,,0.1,,,2.0,-69.0,,,,,-75.9,,,-74.0,,,,,False,,,False
20137,8,0.0,,,,,0.6,,,2.0,-8.0,,,,,-7.4,,,-6.0,,,,,True,,,True
20139,69,14.0,,,,,0.7,32.4,,12.0,-55.0,,,,,-68.3,-36.6,,-57.0,,,,,False,True,,False
20141,3,0.0,,,,,0.0,,,2.0,-3.0,,,,,-3.0,,,-1.0,,,,,True,,,True
20143,19,28.0,,,,,0.7,,,14.0,9.0,,,,,-18.3,,,-5.0,,,,,False,,,True
20145,407,0.0,,,,,,10.3,,0.0,-407.0,,,,,,-396.7,,-407.0,,,,,,True,,False
20147,68,28.0,,,,,2.6,,,15.0,-40.0,,,,,-65.4,,,-53.0,,,,,False,,,False
20149,142,35.0,,,,,1.2,49.0,,24.0,-107.0,,,,,-140.8,-93.0,,-118.0,,,,,False,True,,False
20151,41,0.0,,,,,1.9,7.4,,4.0,-41.0,,,,,-39.1,-33.6,,-37.0,,,,,True,True,,True
20153,35,0.0,,,,,,,,,-35.0,,,,,,,,,,,,,,,,
20155,822,371.0,553.0,,,,168.4,220.0,,343.0,-451.0,-269.0,,,,-653.6,-602.0,,-479.0,True,,,,False,False,,False
20157,18,35.0,,,,,1.1,44.1,,26.0,17.0,,,,,-16.9,26.1,,8.0,,,,,True,False,,True
20159,40,70.0,,,,,0.6,,,113.0,30.0,,,,,-39.4,,,73.0,,,,,False,,,False
20161,1374,196.0,635.1,,,,106.5,302.6,,133.0,-1178.0,-738.9,,,,-1267.5,-1071.4,,-1241.0,True,,,,False,True,,False
20163,53,14.0,,,,,0.2,,,14.0,-39.0,,,,,-52.8,,,-39.0,,,,,False,,,False
20165,47,7.0,,,,,,,,4.0,-40.0,,,,,,,,-43.0,,,,,,,,False
20167,73,21.0,,,,,,20.4,,28.0,-52.0,,,,,,-52.6,,-45.0,,,,,,False,,True
20169,366,224.0,856.6,,,,62.7,261.2,,155.0,-142.0,490.6,,,,-303.3,-104.8,,-211.0,False,,,,False,True,,False
20171,76,133.0,,,,,1.1,52.6,,94.0,57.0,,,,,-74.9,-23.4,,18.0,,,,,False,True,,True
20173,4228,4620.0,11764.1,,,,4742.4,3183.4,,4071.0,392.0,7536.1,,,,514.4,-1044.6,,-157.0,False,,,,False,False,,True
20175,556,224.0,,,,,34.8,266.1,,0.0,-332.0,,,,,-521.2,-289.9,,-556.0,,,,,False,True,,False
20177,1201,840.0,2339.8,,,,261.5,695.1,,591.0,-361.0,1138.8,,,,-939.5,-505.9,,-610.0,False,,,,False,False,,False
20179,9,0.0,,,,,0.1,1.0,,0.0,-9.0,,,,,-8.9,-8.0,,-9.0,,,,,True,True,,False
20181,16,7.0,,,,,0.2,,,19.0,-9.0,,,,,-15.8,,,3.0,,,,,False,,,True
20183,6,0.0,,,,,0.0,,,0.0,-6.0,,,,,-6.0,,,-6.0,,,,,True,,,False
20185,53,0.0,,,,,0.0,,,2.0,-53.0,,,,,-53.0,,,-51.0,,,,,True,,,True
20187,62,14.0,,,,,0.2,12.9,,5.0,-48.0,,,,,-61.8,-49.1,,-57.0,,,,,False,False,,False
20189,99,14.0,,,,,1.3,12.8,,8.0,-85.0,,,,,-97.7,-86.2,,-91.0,,,,,False,False,,False
20191,100,14.0,,,,,3.7,54.8,,33.0,-86.0,,,,,-96.3,-45.2,,-67.0,,,,,False,True,,True
20193,93,28.0,,,,,,86.3,,19.0,-65.0,,,,,,-6.7,,-74.0,,,,,,True,,False
20195,51,7.0,,,,,0.0,,,1.0,-44.0,,,,,-51.0,,,-50.0,,,,,False,,,False
20197,26,21.0,,,,,0.8,10.4,,4.0,-5.0,,,,,-25.2,-15.6,,-22.0,,,,,False,False,,False
20199,17,0.0,,,,,,,,,-17.0,,,,,,,,,,,,,,,,
20201,16,0.0,,,,,,,,0.0,-16.0,,,,,,,,-16.0,,,,,,,,False
20203,2,7.0,,,,,,,,8.0,5.0,,,,,,,,6.0,,,,,,,,False
20205,48,21.0,,,,,0.2,15.6,,26.0,-27.0,,,,,-47.8,-32.4,,-22.0,,,,,False,False,,True
20207,9,0.0,,,,,0.1,,,0.0,-9.0,,,,,-8.9,,,-9.0,,,,,True,,,False
20209,2126,3437.0,4085.5,,,,782.0,3114.2,,677.0,1311.0,1959.5,,,,-1344.0,988.2,,-1449.0,False,,,,False,True,,False
21001,109,14.0,,,,,0.8,80.2,,4.0,-95.0,,,,,-108.2,-28.8,,-105.0,,,,,False,True,,False
21003,114,63.0,,,,,5.8,44.4,,53.0,-51.0,,,,,-108.2,-69.6,,-61.0,,,,,False,False,,False
21005,79,63.0,,,,,13.2,131.9,,23.0,-16.0,,,,,-65.8,52.9,,-56.0,,,,,False,False,,False
21007,21,42.0,,,,,2.7,27.8,,93.0,21.0,,,,,-18.3,6.8,,72.0,,,,,True,True,,False
21009,392,266.0,,,,,47.6,152.9,,92.0,-126.0,,,,,-344.4,-239.1,,-300.0,,,,,False,False,,False
21011,51,21.0,,,,,3.7,33.8,,12.0,-30.0,,,,,-47.3,-17.2,,-39.0,,,,,False,True,,False
21013,180,294.0,,,,,212.3,493.7,,92.0,114.0,,,,,32.3,313.7,,-88.0,,,,,True,False,,True
21015,470,637.0,466.0,,,,98.9,568.5,,715.0,167.0,-4.0,,,,-371.1,98.5,,245.0,True,,,,False,True,,False
21017,114,63.0,,,,,32.6,99.0,,93.0,-51.0,,,,,-81.4,-15.0,,-21.0,,,,,False,True,,True
21019,249,168.0,,,,,16.2,126.8,,73.0,-81.0,,,,,-232.8,-122.2,,-176.0,,,,,False,False,,False
21021,129,168.0,,,,,24.4,74.0,,57.0,39.0,,,,,-104.6,-55.0,,-72.0,,,,,False,False,,False
21023,11,28.0,,,,,4.8,23.0,,44.0,17.0,,,,,-6.2,12.0,,33.0,,,,,True,True,,False
21025,60,21.0,,,,,6.8,,,10.0,-39.0,,,,,-53.2,,,-50.0,,,,,False,,,False
21027,69,112.0,,,,,10.9,49.2,,200.0,43.0,,,,,-58.1,-19.8,,131.0,,,,,False,True,,False
21029,518,364.0,330.5,,,,432.5,286.0,,390.0,-154.0,-187.5,,,,-85.5,-232.0,,-128.0,False,,,,True,False,,True
21031,53,21.0,,,,,0.8,39.5,,6.0,-32.0,,,,,-52.2,-13.5,,-47.0,,,,,False,True,,False
21033,104,21.0,,,,,6.3,6.4,,91.0,-83.0,,,,,-97.7,-97.6,,-13.0,,,,,False,False,,True
21035,352,364.0,,,,,138.7,392.6,,443.0,12.0,,,,,-213.3,40.6,,91.0,,,,,False,False,,False
21037,304,350.0,362.9,,,,87.6,425.8,,462.0,46.0,58.9,,,,-216.4,121.8,,158.0,False,,,,False,False,,False
21039,37,112.0,,,,,4.8,,,93.0,75.0,,,,,-32.2,,,56.0,,,,,True,,,True
21041,45,126.0,,,,,59.4,397.7,,129.0,81.0,,,,,14.4,352.7,,84.0,,,,,True,False,,False
21043,84,42.0,,,,,2.1,76.4,,12.0,-42.0,,,,,-81.9,-7.6,,-72.0,,,,,False,True,,False
21045,99,182.0,,,,,157.7,225.4,,138.0,83.0,,,,,58.7,126.4,,39.0,,,,,True,False,,True
21047,799,196.0,1164.6,,,,19.2,222.9,,43.0,-603.0,365.6,,,,-779.8,-576.1,,-756.0,True,,,,False,True,,False
21049,147,98.0,,,,,4.6,80.7,,65.0,-49.0,,,,,-142.4,-66.3,,-82.0,,,,,False,False,,False
21051,175,56.0,,,,,27.7,86.3,,15.0,-119.0,,,,,-147.3,-88.7,,-160.0,,,,,False,True,,False
21053,92,42.0,,,,,5.5,,,20.0,-50.0,,,,,-86.5,,,-72.0,,,,,False,,,False
21055,91,28.0,,,,,4.4,,,47.0,-63.0,,,,,-86.6,,,-44.0,,,,,False,,,True
21057,55,84.0,,,,,16.3,,,67.0,29.0,,,,,-38.7,,,12.0,,,,,False,,,True
21059,607,462.0,278.6,,,,240.3,809.3,,312.0,-145.0,-328.4,,,,-366.7,202.3,,-295.0,False,,,,False,False,,False
21061,35,70.0,,,,,16.9,53.2,,162.0,35.0,,,,,-18.1,18.2,,127.0,,,,,True,True,,False
21063,28,28.0,,,,,0.7,18.3,,259.0,0.0,,,,,-27.3,-9.7,,231.0,,,,,False,False,,False
21065,134,63.0,,,,,6.0,,,191.0,-71.0,,,,,-128.0,,,57.0,,,,,False,,,True
21067,2922,2618.0,5908.4,,,,1672.9,2253.8,,1873.0,-304.0,2986.4,,,,-1249.1,-668.2,,-1049.0,False,,,,False,False,,False
21069,27,28.0,,,,,29.4,40.2,,17.0,1.0,,,,,2.4,13.2,,-10.0,,,,,False,False,,False
21071,87,91.0,,,,,24.1,267.0,,90.0,4.0,,,,,-62.9,180.0,,3.0,,,,,False,False,,True
21073,357,322.0,488.7,,,,100.9,271.6,,291.0,-35.0,131.7,,,,-256.1,-85.4,,-66.0,False,,,,False,False,,False
21075,69,161.0,,,,,20.8,71.6,,99.0,92.0,,,,,-48.2,2.6,,30.0,,,,,True,True,,True
21077,23,0.0,,,,,13.2,59.9,,6.0,-23.0,,,,,-9.8,36.9,,-17.0,,,,,True,False,,True
21079,86,56.0,,,,,47.3,112.4,,13.0,-30.0,,,,,-38.7,26.4,,-73.0,,,,,False,True,,False
21081,50,126.0,,,,,16.1,124.6,,233.0,76.0,,,,,-33.9,74.6,,183.0,,,,,True,True,,False
21083,175,399.0,,,,,65.9,133.0,,209.0,224.0,,,,,-109.1,-42.0,,34.0,,,,,True,True,,True
21085,204,147.0,,,,,24.5,55.6,,256.0,-57.0,,,,,-179.5,-148.4,,52.0,,,,,False,False,,True
21087,234,7.0,,,,,9.4,,,4.0,-227.0,,,,,-224.6,,,-230.0,,,,,True,,,False
21089,294,154.0,,,,,54.3,262.0,,117.0,-140.0,,,,,-239.7,-32.0,,-177.0,,,,,False,True,,False
21091,32,35.0,,,,,10.9,32.6,,42.0,3.0,,,,,-21.1,0.6,,10.0,,,,,False,True,,False
21093,695,609.0,1510.6,,,,198.2,295.8,,458.0,-86.0,815.6,,,,-496.8,-399.2,,-237.0,False,,,,False,False,,False
21095,165,231.0,,,,,93.1,339.0,,94.0,66.0,,,,,-71.9,174.0,,-71.0,,,,,False,False,,False
21097,57,42.0,,,,,5.5,110.0,,30.0,-15.0,,,,,-51.5,53.0,,-27.0,,,,,False,False,,False
21099,76,133.0,,,,,16.8,144.2,,182.0,57.0,,,,,-59.2,68.2,,106.0,,,,,False,False,,False
21101,400,168.0,,,,,64.5,462.9,,66.0,-232.0,,,,,-335.5,62.9,,-334.0,,,,,False,True,,False
21103,82,224.0,,,,,37.6,208.8,,171.0,142.0,,,,,-44.4,126.8,,89.0,,,,,True,True,,True
21105,37,63.0,,,,,16.2,,,29.0,26.0,,,,,-20.8,,,-8.0,,,,,True,,,True
21107,207,126.0,,,,,26.4,158.2,,93.0,-81.0,,,,,-180.6,-48.8,,-114.0,,,,,False,True,,False
21109,219,70.0,,,,,10.6,90.1,,31.0,-149.0,,,,,-208.4,-128.9,,-188.0,,,,,False,True,,False
21111,7434,6608.0,3894.4,,,,2532.2,12444.7,,4243.0,-826.0,-3539.6,,,,-4901.8,5010.7,,-3191.0,False,,,,False,False,,False
21113,259,434.0,468.8,,,,105.5,673.6,,402.0,175.0,209.8,,,,-153.5,414.6,,143.0,False,,,,True,False,,True
21115,107,91.0,,,,,11.1,,,127.0,-16.0,,,,,-95.9,,,20.0,,,,,False,,,False
21117,619,735.0,509.4,,,,116.4,398.8,,533.0,116.0,-109.6,,,,-502.6,-220.2,,-86.0,True,,,,False,False,,True
21119,148,98.0,,,,,21.5,140.0,,185.0,-50.0,,,,,-126.5,-8.0,,37.0,,,,,False,True,,True
21121,262,224.0,,,,,88.1,144.9,,129.0,-38.0,,,,,-173.9,-117.1,,-133.0,,,,,False,False,,False
21123,69,56.0,,,,,8.1,95.6,,29.0,-13.0,,,,,-60.9,26.6,,-40.0,,,,,False,False,,False
21125,447,413.0,961.2,,,,124.5,876.5,,256.0,-34.0,514.2,,,,-322.5,429.5,,-191.0,False,,,,False,False,,False
21127,23,21.0,,,,,3.4,,,4.0,-2.0,,,,,-19.6,,,-19.0,,,,,False,,,False
21129,20,28.0,,,,,0.3,,,197.0,8.0,,,,,-19.7,,,177.0,,,,,False,,,False
21131,44,28.0,,,,,4.2,,,25.0,-16.0,,,,,-39.8,,,-19.0,,,,,False,,,False
21133,89,77.0,,,,,25.8,112.5,,52.0,-12.0,,,,,-63.2,23.5,,-37.0,,,,,False,False,,False
21135,184,49.0,,,,,7.8,57.1,,69.0,-135.0,,,,,-176.2,-126.9,,-115.0,,,,,False,True,,True
21137,90,28.0,,,,,14.5,35.4,,13.0,-62.0,,,,,-75.5,-54.6,,-77.0,,,,,False,True,,False
21139,55,7.0,,,,,5.2,,,0.0,-48.0,,,,,-49.8,,,-55.0,,,,,False,,,False
21141,253,189.0,,,,,32.5,113.0,,285.0,-64.0,,,,,-220.5,-140.0,,32.0,,,,,False,False,,True
21143,41,21.0,,,,,2.4,23.0,,20.0,-20.0,,,,,-38.6,-18.0,,-21.0,,,,,False,True,,False
21145,359,266.0,510.7,,,,33.8,153.3,,181.0,-93.0,151.7,,,,-325.2,-205.7,,-178.0,False,,,,False,False,,False
21147,124,21.0,,,,,5.2,90.5,,20.0,-103.0,,,,,-118.8,-33.5,,-104.0,,,,,False,True,,False
21149,37,28.0,,,,,3.6,25.2,,45.0,-9.0,,,,,-33.4,-11.8,,8.0,,,,,False,False,,True
21151,1238,784.0,1356.9,,,,258.9,794.6,,1034.0,-454.0,118.9,,,,-979.1,-443.4,,-204.0,True,,,,False,True,,True
21153,45,140.0,,,,,8.7,,,214.0,95.0,,,,,-36.3,,,169.0,,,,,True,,,False
21155,120,133.0,,,,,8.2,92.9,,125.0,13.0,,,,,-111.8,-27.1,,5.0,,,,,False,False,,True
21157,163,91.0,,,,,12.5,346.1,,101.0,-72.0,,,,,-150.5,183.1,,-62.0,,,,,False,False,,True
21159,45,49.0,,,,,8.0,,,23.0,4.0,,,,,-37.0,,,-22.0,,,,,False,,,False
21161,74,7.0,,,,,24.8,16.4,,8.0,-67.0,,,,,-49.2,-57.6,,-66.0,,,,,True,True,,True
21163,122,119.0,,,,,12.6,51.4,,62.0,-3.0,,,,,-109.4,-70.6,,-60.0,,,,,False,False,,False
21165,20,0.0,,,,,1.9,4.7,,0.0,-20.0,,,,,-18.1,-15.3,,-20.0,,,,,True,True,,False
21167,154,63.0,,,,,17.5,31.7,,52.0,-91.0,,,,,-136.5,-122.3,,-102.0,,,,,False,False,,False
21169,56,56.0,,,,,12.5,23.3,,24.0,0.0,,,,,-43.5,-32.7,,-32.0,,,,,False,False,,False
21171,113,42.0,,,,,27.2,129.2,,10.0,-71.0,,,,,-85.8,16.2,,-103.0,,,,,False,True,,False
21173,161,70.0,,,,,5.2,19.2,,36.0,-91.0,,,,,-155.8,-141.8,,-125.0,,,,,False,False,,False
21175,28,21.0,,,,,3.8,,,10.0,-7.0,,,,,-24.2,,,-18.0,,,,,False,,,False
21177,150,70.0,,,,,27.7,115.5,,19.0,-80.0,,,,,-122.3,-34.5,,-131.0,,,,,False,True,,False
21179,286,196.0,,,,,30.4,155.3,,259.0,-90.0,,,,,-255.6,-130.7,,-27.0,,,,,False,False,,True
21181,12,0.0,,,,,2.1,,,0.0,-12.0,,,,,-9.9,,,-12.0,,,,,True,,,False
21183,99,133.0,,,,,16.6,162.0,,50.0,34.0,,,,,-82.4,63.0,,-49.0,,,,,False,False,,False
21185,499,518.0,1240.5,,,,99.9,462.1,,206.0,19.0,741.5,,,,-399.1,-36.9,,-293.0,False,,,,False,False,,False
21187,54,42.0,,,,,10.3,,,9.0,-12.0,,,,,-43.7,,,-45.0,,,,,False,,,False
21189,26,28.0,,,,,0.7,11.2,,13.0,2.0,,,,,-25.3,-14.8,,-13.0,,,,,False,False,,False
21191,60,63.0,,,,,5.2,47.8,,143.0,3.0,,,,,-54.8,-12.2,,83.0,,,,,False,False,,False
21193,114,266.0,,,,,214.5,788.4,,255.0,152.0,,,,,100.5,674.4,,141.0,,,,,True,False,,True
21195,193,217.0,214.4,,,,81.8,307.1,,222.0,24.0,21.4,,,,-111.2,114.1,,29.0,True,,,,False,False,,False
21197,43,63.0,,,,,26.4,,,46.0,20.0,,,,,-16.6,,,3.0,,,,,True,,,True
21199,505,280.0,599.2,,,,104.2,1186.9,,137.0,-225.0,94.2,,,,-400.8,681.9,,-368.0,True,,,,False,False,,False
21201,9,0.0,,,,,,,,0.0,-9.0,,,,,,,,-9.0,,,,,,,,False
21203,101,63.0,,,,,15.7,28.1,,36.0,-38.0,,,,,-85.3,-72.9,,-65.0,,,,,False,False,,False
21205,152,7.0,,,,,22.0,21.5,,2.0,-145.0,,,,,-130.0,-130.5,,-150.0,,,,,True,True,,False
21207,141,91.0,,,,,14.0,55.0,,70.0,-50.0,,,,,-127.0,-86.0,,-71.0,,,,,False,False,,False
21209,386,385.0,506.2,,,,140.2,347.1,,160.0,-1.0,120.2,,,,-245.8,-38.9,,-226.0,False,,,,False,False,,False
21211,288,469.0,,,,,116.6,259.5,,429.0,181.0,,,,,-171.4,-28.5,,141.0,,,,,True,True,,True
21213,127,77.0,,,,,6.6,40.1,,35.0,-50.0,,,,,-120.4,-86.9,,-92.0,,,,,False,False,,False
21215,101,119.0,,,,,20.1,164.1,,67.0,18.0,,,,,-80.9,63.1,,-34.0,,,,,False,False,,False
21217,183,91.0,,,,,224.6,81.5,,38.0,-92.0,,,,,41.6,-101.5,,-145.0,,,,,True,False,,False
21219,157,14.0,,,,,2.9,8.3,,166.0,-143.0,,,,,-154.1,-148.7,,9.0,,,,,False,False,,True
21221,121,35.0,,,,,15.6,84.6,,15.0,-86.0,,,,,-105.4,-36.4,,-106.0,,,,,False,True,,False
21223,34,7.0,,,,,3.3,,,2.0,-27.0,,,,,-30.7,,,-32.0,,,,,False,,,False
21225,262,84.0,,,,,15.0,99.5,,67.0,-178.0,,,,,-247.0,-162.5,,-195.0,,,,,False,True,,False
21227,1693,1491.0,1409.5,,,,1048.4,983.0,,758.0,-202.0,-283.5,,,,-644.6,-710.0,,-935.0,False,,,,False,False,,False
21229,66,147.0,,,,,44.5,219.5,,195.0,81.0,,,,,-21.5,153.5,,129.0,,,,,True,False,,False
21231,98,28.0,,,,,21.8,16.6,,1.0,-70.0,,,,,-76.2,-81.4,,-97.0,,,,,False,False,,False
21233,77,63.0,,,,,15.0,50.2,,57.0,-14.0,,,,,-62.0,-26.8,,-20.0,,,,,False,False,,False
21235,203,238.0,,,,,130.0,145.8,,341.0,35.0,,,,,-73.0,-57.2,,138.0,,,,,False,False,,False
21237,28,35.0,,,,,1.4,32.5,,91.0,7.0,,,,,-26.6,4.5,,63.0,,,,,False,True,,False
21239,119,196.0,,,,,154.2,155.9,,164.0,77.0,,,,,35.2,36.9,,45.0,,,,,True,True,,True
22001,389,1673.0,2026.6,,,,384.8,2056.1,,179.0,1284.0,1637.6,,,,-4.2,1667.1,,-210.0,False,,,,True,False,,True
22003,345,1463.0,,,,,375.5,7276.3,,20.0,1118.0,,,,,30.5,6931.3,,-325.0,,,,,True,False,,True
22005,938,2380.0,1717.4,,,,1203.7,2028.4,,876.0,1442.0,779.4,,,,265.7,1090.4,,-62.0,True,,,,True,True,,True
22007,188,280.0,,,,,106.7,314.1,,120.0,92.0,,,,,-81.3,126.1,,-68.0,,,,,True,False,,True
22009,494,798.0,,,,,209.7,586.8,,215.0,304.0,,,,,-284.3,92.8,,-279.0,,,,,True,True,,True
22011,209,532.0,,,,,69.2,777.8,,207.0,323.0,,,,,-139.8,568.8,,-2.0,,,,,True,False,,True
22013,121,112.0,,,,,80.6,217.2,,21.0,-9.0,,,,,-40.4,96.2,,-100.0,,,,,False,False,,False
22015,930,1799.0,3683.3,,,,619.8,1023.1,,774.0,869.0,2753.3,,,,-310.2,93.1,,-156.0,False,,,,True,True,,True
22017,1910,3262.0,2492.6,,,,1700.6,3306.9,,1157.0,1352.0,582.6,,,,-209.4,1396.9,,-753.0,True,,,,True,False,,True
22019,1114,3318.0,15965.0,,,,1448.3,2664.3,,904.0,2204.0,14851.0,,,,334.3,1550.3,,-210.0,False,,,,True,True,,True
22021,92,154.0,,,,,21.4,106.4,,55.0,62.0,,,,,-70.6,14.4,,-37.0,,,,,False,True,,True
22023,74,21.0,,,,,1.0,85.1,,7.0,-53.0,,,,,-73.0,11.1,,-67.0,,,,,False,True,,False
22025,154,217.0,,,,,94.7,117.6,,105.0,63.0,,,,,-59.3,-36.4,,-49.0,,,,,True,True,,True
